Record,Date/Time,10,Freq,Rcvr,Alpha,dTdG,K1,K2,K3,K4,Tnd
     1,01/31/2021 00:04:15,11, 22.000,0, 0.990540,  -650096.31,  0.11838377E+02, -0.11051387E+00,  0.45735975E-03, -0.74842385E-06, 170.26
     2,01/31/2021 00:04:15,11, 22.234,0, 0.990860,  -745374.44,  0.10179851E+03, -0.11226556E+01,  0.41349717E-02, -0.50834190E-05, 174.79
     3,01/31/2021 00:04:15,11, 22.500,0, 0.990600,  -833895.03,  0.96340562E+02, -0.10614590E+01,  0.37873326E-02, -0.43885409E-05, 190.61
     4,01/31/2021 00:04:15,11, 23.000,0, 0.991330,  -621762.79, -0.10738568E+03,  0.13356199E+01, -0.52665149E-02,  0.66821030E-05, 164.26
     5,01/31/2021 00:04:15,11, 23.034,0, 0.989980,  -563355.85, -0.94819243E+02,  0.11817776E+01, -0.46872285E-02,  0.59985918E-05, 163.44
     6,01/31/2021 00:04:15,11, 23.500,0, 0.992160,  -678088.89, -0.10039781E+03,  0.10750012E+01, -0.37321602E-02,  0.42036221E-05, 172.82
     7,01/31/2021 00:04:15,11, 23.834,0, 0.994300,  -740432.14, -0.12899751E+02,  0.45093552E-01,  0.19557269E-03, -0.68166150E-06, 174.37
     8,01/31/2021 00:04:15,11, 24.000,0, 0.991770,  -643675.95,  0.28632137E+02, -0.28328895E+00,  0.98252349E-03, -0.11935121E-05, 170.80
     9,01/31/2021 00:04:15,11, 24.500,0, 0.987040,  -597290.77, -0.19274877E+02,  0.25956774E+00, -0.10565601E-02,  0.13472031E-05, 167.65
    10,01/31/2021 00:04:15,11, 25.000,0, 0.987670,  -646601.02,  0.65126169E+02, -0.66407772E+00,  0.24182167E-02, -0.31127006E-05, 163.51
    11,01/31/2021 00:04:15,11, 25.500,0, 0.992660,  -603721.35, -0.15878365E+03,  0.16518840E+01, -0.57127049E-02,  0.65675415E-05, 156.77
    12,01/31/2021 00:04:15,11, 26.000,0, 0.995400,  -544488.58,  0.31054154E+02, -0.32830762E+00,  0.11441748E-02, -0.13149389E-05, 158.88
    13,01/31/2021 00:04:15,11, 26.234,0, 0.993920,  -497841.72, -0.98528266E+01,  0.10994922E+00, -0.34811138E-03,  0.29700766E-06, 154.07
    14,01/31/2021 00:04:15,11, 26.500,0, 0.994500,  -513657.51, -0.71112067E+01,  0.44336401E-01,  0.15894860E-04, -0.29042221E-06, 153.37
    15,01/31/2021 00:04:15,11, 27.000,0, 0.992510,  -449871.22,  0.28964801E+02, -0.32805850E+00,  0.12467493E-02, -0.15859384E-05, 149.64
    16,01/31/2021 00:04:15,11, 27.500,0, 0.994560,  -470551.51, -0.11014883E+03,  0.11743700E+01, -0.42078607E-02,  0.50622253E-05, 148.47
    17,01/31/2021 00:04:15,11, 28.000,0, 0.997520,  -459574.77, -0.25084516E+03,  0.26803324E+01, -0.93982259E-02,  0.10822074E-04, 155.69
    18,01/31/2021 00:04:15,11, 28.500,0, 0.992570,  -466735.86,  0.24351818E+03, -0.25341728E+01,  0.87995065E-02, -0.10195029E-04, 157.58
    19,01/31/2021 00:04:15,11, 29.000,0, 0.987610,  -434749.97, -0.10700639E+03,  0.11862719E+01, -0.43055094E-02,  0.51285777E-05, 154.67
    20,01/31/2021 00:04:15,11, 29.500,0, 0.978680,  -440692.27, -0.19633450E+03,  0.19963669E+01, -0.67576461E-02,  0.76143399E-05, 164.92
    21,01/31/2021 00:04:15,11, 30.000,0, 0.978030,  -465961.49, -0.61950534E+02,  0.65651415E+00, -0.22254514E-02,  0.24077204E-05, 155.20
Record,Date/Time,30,TkBB(K),Tnd(K) Ch  22.000,R Ch  22.000,Tnd(K) Ch  22.234,R Ch  22.234,Tnd(K) Ch  22.500,R Ch  22.500,Tnd(K) Ch  23.000,R Ch  23.000,Tnd(K) Ch  23.034,R Ch  23.034,Tnd(K) Ch  23.500,R Ch  23.500,Tnd(K) Ch  23.834,R Ch  23.834,Tnd(K) Ch  24.000,R Ch  24.000,Tnd(K) Ch  24.500,R Ch  24.500,Tnd(K) Ch  25.000,R Ch  25.000,Tnd(K) Ch  25.500,R Ch  25.500,Tnd(K) Ch  26.000,R Ch  26.000,Tnd(K) Ch  26.234,R Ch  26.234,Tnd(K) Ch  26.500,R Ch  26.500,Tnd(K) Ch  27.000,R Ch  27.000,Tnd(K) Ch  27.500,R Ch  27.500,Tnd(K) Ch  28.000,R Ch  28.000,Tnd(K) Ch  28.500,R Ch  28.500,Tnd(K) Ch  29.000,R Ch  29.000,Tnd(K) Ch  29.500,R Ch  29.500,Tnd(K) Ch  30.000,R Ch  30.000,DataQuality
   430,01/31/2021 11:57:09,31,287.843, 169.512, 0.985242, 173.927, 0.988883, 190.158, 0.972377, 163.592, 0.883522, 162.835, 0.890841, 172.169, 0.986380, 173.584, 0.996356, 169.969, 0.998711, 166.888, 0.985840, 162.842, 0.997746, 155.617, 0.995540, 158.131, 0.991881, 153.349, 0.997562, 152.727, 0.991631, 148.928, 0.993221, 147.755, 0.997912, 154.894, 0.985221, 156.690, 0.997507, 153.734, 0.991321, 164.369, 0.994464, 154.852, 0.999698,1
   431,01/31/2021 11:58:53,31,287.861, 169.578, 0.987882, 173.830, 0.991599, 189.927, 0.979403, 163.083, 0.874786, 162.494, 0.883211, 172.423, 0.991018, 173.515, 0.998614, 170.195, 0.999844, 166.855, 0.981880, 162.742, 0.995715, 155.723, 0.993066, 157.761, 0.994435, 153.202, 0.996317, 152.669, 0.983990, 149.192, 0.991528, 147.643, 0.999436, 155.012, 0.985973, 156.404, 0.993740, 153.766, 0.991297, 164.580, 0.996165, 154.837, 0.999877,1
   432,01/31/2021 12:00:37,31,287.901, 169.664, 0.987535, 174.174, 0.986910, 189.789, 0.980824, 163.725, 0.872508, 163.103, 0.880066, 172.313, 0.988139, 173.449, 0.998698, 169.799, 0.998785, 166.731, 0.987983, 162.879, 0.998244, 155.864, 0.996816, 157.821, 0.996094, 153.546, 0.997090, 152.592, 0.986977, 148.803, 0.995470, 147.667, 0.998529, 155.055, 0.982306, 156.646, 0.993761, 154.117, 0.987275, 164.445, 0.994970, 154.808, 0.999300,1
   433,01/31/2021 12:02:21,31,287.937, 169.802, 0.987771, 173.757, 0.988572, 189.719, 0.983456, 163.416, 0.880454, 162.654, 0.875867, 172.125, 0.987058, 173.573, 0.999537, 169.994, 0.997919, 166.527, 0.992536, 162.780, 0.998704, 155.831, 0.993265, 157.522, 0.991725, 153.124, 0.997088, 152.316, 0.990969, 148.771, 0.993951, 147.619, 0.998821, 155.136, 0.989050, 156.544, 0.996120, 154.008, 0.990956, 164.704, 0.994913, 155.039, 0.999625,1
   434,01/31/2021 12:04:05,31,287.955, 169.114, 0.990587, 173.575, 0.989225, 189.871, 0.980429, 163.740, 0.882507, 162.742, 0.881890, 172.247, 0.988124, 173.778, 0.998814, 169.974, 0.999079, 166.778, 0.989700, 162.729, 0.998535, 155.605, 0.996455, 157.952, 0.993921, 153.215, 0.996983, 152.400, 0.992449, 148.685, 0.993169, 147.413, 0.998728, 154.849, 0.981437, 156.664, 0.994053, 153.950, 0.988222, 164.470, 0.993054, 154.804, 0.999491,1
   435,01/31/2021 12:05:50,31,287.928, 169.485, 0.991029, 173.674, 0.991783, 190.055, 0.983637, 163.622, 0.874066, 162.676, 0.873103, 172.014, 0.993514, 173.467, 0.997109, 170.123, 0.999734, 166.792, 0.990925, 162.570, 0.998851, 155.863, 0.998167, 157.812, 0.993487, 153.120, 0.997317, 152.567, 0.989197, 148.853, 0.988718, 147.477, 0.997637, 154.994, 0.982716, 156.652, 0.993632, 154.042, 0.988884, 164.636, 0.994479, 154.854, 0.999336,1
   436,01/31/2021 12:07:34,31,287.933, 169.696, 0.988245, 173.954, 0.990828, 190.069, 0.985135, 163.752, 0.863307, 162.755, 0.875431, 172.141, 0.994064, 173.416, 0.997073, 170.110, 0.997812, 166.875, 0.988220, 162.647, 0.998166, 155.534, 0.996485, 158.000, 0.994950, 153.331, 0.998856, 152.600, 0.990437, 148.835, 0.997242, 147.653, 0.998724, 155.029, 0.978626, 156.694, 0.992895, 153.936, 0.989859, 164.437, 0.996424, 154.798, 0.999309,1
   437,01/31/2021 12:09:18,31,287.927, 169.573, 0.987185, 173.719, 0.993276, 189.155, 0.978601, 163.902, 0.876247, 162.797, 0.881190, 171.946, 0.989073, 173.242, 0.998285, 170.014, 0.999224, 167.078, 0.991001, 162.581, 0.996155, 155.823, 0.996553, 157.684, 0.996035, 153.042, 0.998882, 152.327, 0.990292, 148.673, 0.995363, 147.530, 0.999723, 154.944, 0.985704, 156.511, 0.995680, 154.036, 0.988781, 164.684, 0.992663, 154.826, 0.999957,1
   438,01/31/2021 12:11:02,31,287.921, 169.587, 0.991982, 173.901, 0.993727, 190.187, 0.977872, 163.973, 0.860996, 163.074, 0.864713, 172.076, 0.988414, 173.587, 0.998571, 170.098, 0.998196, 166.993, 0.992222, 162.928, 0.997418, 155.665, 0.997952, 158.011, 0.995083, 153.335, 0.999050, 152.744, 0.989766, 149.008, 0.996474, 147.887, 0.999561, 155.132, 0.984769, 156.963, 0.993250, 154.240, 0.990988, 164.907, 0.994554, 154.840, 0.999746,1
   439,01/31/2021 12:12:45,31,287.910, 169.812, 0.989143, 173.908, 0.989523, 189.932, 0.978818, 163.951, 0.862109, 162.911, 0.876666, 171.663, 0.994865, 173.559, 0.993569, 170.084, 0.999552, 166.972, 0.992663, 162.567, 0.997266, 155.651, 0.996211, 157.985, 0.995070, 153.147, 0.998470, 152.512, 0.992554, 148.726, 0.993757, 147.553, 0.996978, 154.938, 0.985169, 156.721, 0.996687, 153.888, 0.986775, 164.610, 0.994742, 154.864, 0.999715,1
   440,01/31/2021 12:14:29,31,287.921, 169.722, 0.987155, 174.014, 0.992807, 190.102, 0.975250, 164.133, 0.871875, 163.540, 0.865337, 172.158, 0.991888, 173.630, 0.998901, 170.054, 0.999579, 166.862, 0.992331, 162.645, 0.998032, 155.823, 0.996721, 157.957, 0.994597, 153.337, 0.999117, 152.717, 0.990705, 149.163, 0.996716, 147.492, 0.999621, 155.320, 0.990449, 156.672, 0.997454, 154.202, 0.995610, 164.596, 0.995585, 154.966, 0.999804,1
   441,01/31/2021 12:16:13,31,287.943, 169.264, 0.990727, 173.861, 0.991346, 189.377, 0.977600, 164.089, 0.864411, 162.894, 0.873959, 171.998, 0.990477, 173.594, 0.997723, 169.763, 0.999479, 166.596, 0.989495, 162.781, 0.996626, 155.760, 0.995875, 157.781, 0.996701, 153.202, 0.998267, 152.617, 0.992235, 148.612, 0.994942, 147.825, 0.998940, 154.983, 0.987763, 156.594, 0.995696, 154.014, 0.992459, 164.726, 0.997628, 154.870, 0.999990,1
   442,01/31/2021 12:17:57,31,287.958, 169.326, 0.988719, 173.849, 0.990881, 190.153, 0.982982, 164.567, 0.853105, 163.198, 0.862593, 171.886, 0.986879, 173.638, 0.999568, 170.353, 0.997900, 166.826, 0.982613, 162.660, 0.996784, 155.796, 0.995279, 158.157, 0.988930, 153.456, 0.997223, 152.659, 0.990076, 149.043, 0.995511, 147.589, 0.997949, 154.929, 0.986678, 156.735, 0.993285, 153.930, 0.989814, 164.350, 0.996417, 154.754, 0.999407,1
   443,01/31/2021 12:19:41,31,288.038, 169.267, 0.987145, 173.483, 0.994080, 189.890, 0.981354, 164.122, 0.854600, 162.913, 0.879809, 171.800, 0.991957, 173.045, 0.999506, 169.692, 0.998717, 166.819, 0.987790, 162.335, 0.998880, 155.652, 0.995331, 157.491, 0.995244, 153.149, 0.998357, 152.579, 0.987228, 148.815, 0.997397, 147.534, 0.998509, 154.925, 0.985739, 156.289, 0.996140, 153.967, 0.991726, 164.448, 0.995464, 154.907, 0.999963,1
   444,01/31/2021 12:21:25,31,288.100, 169.707, 0.984570, 174.090, 0.987999, 189.962, 0.975778, 164.332, 0.864173, 163.494, 0.862592, 172.344, 0.988818, 173.592, 0.996665, 170.036, 0.998112, 166.737, 0.989732, 162.799, 0.997847, 155.856, 0.996055, 157.774, 0.992987, 153.163, 0.996049, 152.459, 0.988997, 148.592, 0.993962, 147.345, 0.999434, 154.828, 0.986298, 156.787, 0.995664, 154.019, 0.990767, 164.626, 0.996554, 154.921, 0.999639,1
   445,01/31/2021 12:23:09,31,288.142, 169.832, 0.988289, 174.264, 0.992761, 190.201, 0.974931, 164.616, 0.869447, 163.834, 0.859737, 172.382, 0.992643, 173.771, 0.999287, 170.186, 0.999900, 166.832, 0.994576, 162.842, 0.996925, 155.781, 0.994774, 157.873, 0.993834, 153.239, 0.996895, 152.714, 0.985608, 149.078, 0.991943, 147.745, 0.996270, 154.945, 0.974480, 156.510, 0.992273, 153.984, 0.984698, 164.677, 0.991796, 154.785, 0.999974,1
   446,01/31/2021 12:24:53,31,288.166, 169.543, 0.989255, 174.008, 0.988023, 189.682, 0.980809, 164.550, 0.859318, 163.551, 0.861214, 172.235, 0.990270, 173.544, 0.998084, 169.918, 0.999107, 166.829, 0.990064, 162.710, 0.998871, 155.597, 0.998219, 157.629, 0.994657, 153.187, 0.995049, 152.514, 0.990374, 148.818, 0.996671, 147.603, 0.999489, 155.059, 0.988414, 156.707, 0.994773, 154.021, 0.990717, 164.501, 0.997334, 154.760, 0.999775,1
   447,01/31/2021 12:26:37,31,288.170, 169.483, 0.987050, 174.053, 0.990178, 189.912, 0.974352, 164.827, 0.854716, 163.480, 0.869792, 172.260, 0.989956, 173.891, 0.996230, 170.379, 0.999900, 166.853, 0.984457, 162.526, 0.996877, 155.766, 0.995867, 157.885, 0.990615, 153.159, 0.997116, 152.488, 0.990568, 148.903, 0.996817, 147.789, 0.997629, 154.887, 0.990935, 156.838, 0.994404, 154.069, 0.987033, 164.650, 0.994725, 154.773, 0.999538,1
   448,01/31/2021 12:28:22,31,288.179, 169.479, 0.985571, 173.933, 0.992115, 189.703, 0.985677, 164.449, 0.854177, 163.661, 0.862902, 172.221, 0.990974, 173.463, 0.999349, 169.820, 0.998201, 166.794, 0.990980, 162.760, 0.998843, 155.993, 0.997658, 157.964, 0.993726, 153.055, 0.998483, 152.591, 0.994050, 148.841, 0.993891, 147.637, 0.998502, 155.514, 0.982966, 157.072, 0.994875, 154.103, 0.982754, 164.841, 0.993604, 154.937, 0.999375,1
   449,01/31/2021 12:30:06,31,288.230, 169.393, 0.987633, 174.308, 0.988388, 189.563, 0.985145, 164.396, 0.860823, 163.682, 0.868112, 172.517, 0.989334, 173.863, 0.997848, 170.397, 0.998955, 167.174, 0.991255, 162.641, 0.996907, 155.945, 0.997418, 157.825, 0.994103, 153.168, 0.998214, 152.597, 0.992984, 149.092, 0.996486, 147.931, 0.999233, 155.083, 0.985224, 156.670, 0.996114, 154.205, 0.993680, 164.437, 0.995916, 154.872, 0.999625,1
   450,01/31/2021 12:31:50,31,288.252, 169.805, 0.987348, 173.891, 0.986374, 189.647, 0.978506, 164.727, 0.854569, 163.660, 0.862890, 171.822, 0.986845, 173.699, 0.997560, 170.255, 0.999439, 166.665, 0.990439, 162.676, 0.996442, 155.870, 0.995737, 157.631, 0.993543, 153.123, 0.997606, 152.611, 0.992445, 148.839, 0.991273, 147.726, 0.996661, 154.955, 0.983167, 156.927, 0.991729, 154.200, 0.985264, 164.807, 0.994451, 154.999, 0.999352,1
   451,01/31/2021 12:33:35,31,288.264, 169.572, 0.985989, 173.730, 0.989649, 189.816, 0.982200, 164.677, 0.852906, 163.524, 0.873771, 172.313, 0.988417, 173.825, 0.996336, 170.043, 0.999575, 166.872, 0.989728, 162.507, 0.999265, 155.797, 0.995642, 158.144, 0.994152, 153.102, 0.997926, 152.508, 0.989414, 148.722, 0.995710, 147.660, 0.998972, 155.011, 0.983000, 156.630, 0.995767, 154.056, 0.987896, 164.360, 0.992854, 154.831, 0.999758,1
   452,01/31/2021 12:35:19,31,288.289, 169.719, 0.988844, 173.976, 0.990912, 190.170, 0.973161, 164.810, 0.858453, 163.984, 0.877804, 172.474, 0.984899, 173.424, 0.997685, 170.374, 0.999035, 167.167, 0.988838, 162.719, 0.997703, 155.982, 0.994401, 158.159, 0.988906, 153.320, 0.995195, 152.651, 0.992587, 149.061, 0.997689, 147.866, 0.998949, 155.177, 0.987370, 156.548, 0.993990, 154.158, 0.994529, 165.024, 0.995164, 155.036, 0.999627,1
   453,01/31/2021 12:37:03,31,288.292, 169.569, 0.985256, 173.849, 0.987221, 189.877, 0.971023, 164.594, 0.861259, 163.729, 0.868682, 171.938, 0.990401, 173.619, 0.997655, 170.185, 0.997702, 166.966, 0.988489, 163.008, 0.997966, 155.884, 0.995234, 157.893, 0.993850, 153.173, 0.997967, 152.662, 0.991848, 149.074, 0.997780, 147.683, 0.999615, 155.024, 0.982723, 156.557, 0.997849, 153.883, 0.992437, 164.488, 0.997096, 154.767, 0.999620,1
   454,01/31/2021 12:38:49,31,288.315, 169.322, 0.989914, 173.818, 0.989266, 189.724, 0.976371, 164.748, 0.868031, 164.062, 0.862660, 172.155, 0.992448, 173.375, 0.998992, 170.028, 0.997945, 166.634, 0.988872, 162.278, 0.997503, 155.704, 0.994323, 157.832, 0.989170, 153.132, 0.994757, 152.213, 0.993112, 148.614, 0.992409, 147.764, 0.998976, 154.963, 0.987274, 156.395, 0.993784, 154.142, 0.987496, 164.678, 0.994477, 154.965, 0.999689,1
   455,01/31/2021 12:40:32,31,288.355, 169.598, 0.982907, 174.018, 0.985843, 189.664, 0.976438, 164.558, 0.862895, 163.909, 0.871337, 172.173, 0.984722, 173.482, 0.998712, 170.014, 0.998085, 167.051, 0.986889, 162.738, 0.998005, 155.794, 0.994613, 158.033, 0.993603, 153.262, 0.997920, 152.583, 0.987422, 148.944, 0.995950, 147.545, 0.997084, 155.095, 0.982774, 156.571, 0.994924, 154.165, 0.988718, 164.750, 0.997217, 154.892, 0.999518,1
   456,01/31/2021 12:42:16,31,288.412, 169.457, 0.984891, 173.893, 0.986669, 189.755, 0.979400, 165.097, 0.838836, 163.843, 0.859141, 172.033, 0.992901, 173.365, 0.997395, 170.146, 0.999378, 166.708, 0.990390, 162.551, 0.997536, 155.702, 0.994697, 157.906, 0.995782, 153.229, 0.997420, 152.617, 0.992881, 148.805, 0.993836, 147.528, 0.996930, 155.045, 0.984146, 156.541, 0.992947, 154.029, 0.990883, 164.576, 0.995396, 154.802, 0.999937,1
   457,01/31/2021 12:43:59,31,288.463, 169.969, 0.982386, 173.622, 0.989975, 189.914, 0.976100, 164.813, 0.852738, 164.134, 0.860194, 172.528, 0.980555, 173.628, 0.999456, 169.909, 0.999398, 166.724, 0.987832, 162.904, 0.998720, 155.830, 0.993623, 157.888, 0.994667, 153.472, 0.998827, 152.793, 0.989909, 149.202, 0.990425, 147.873, 0.996357, 155.118, 0.984927, 156.658, 0.992818, 154.162, 0.987619, 164.674, 0.994475, 154.826, 0.999829,1
   458,01/31/2021 12:45:43,31,288.490, 169.750, 0.985026, 174.093, 0.983624, 189.976, 0.974823, 164.928, 0.842325, 163.713, 0.867362, 172.230, 0.987800, 173.448, 0.997868, 170.119, 0.999313, 166.870, 0.988852, 162.532, 0.997580, 155.542, 0.996272, 157.809, 0.993992, 153.114, 0.998434, 152.614, 0.989151, 148.877, 0.995141, 147.829, 0.998494, 154.836, 0.983898, 156.698, 0.994087, 154.299, 0.988475, 164.693, 0.992046, 155.267, 0.999845,1
   459,01/31/2021 12:47:27,31,288.507, 169.685, 0.988064, 174.030, 0.987546, 189.904, 0.967463, 165.113, 0.847597, 164.146, 0.869999, 172.341, 0.989764, 173.544, 0.998794, 169.882, 0.998933, 166.732, 0.986697, 162.854, 0.998735, 155.680, 0.996755, 157.872, 0.996293, 153.110, 0.996786, 152.805, 0.988934, 148.810, 0.993201, 147.917, 0.998323, 155.129, 0.986242, 156.730, 0.990710, 154.118, 0.990801, 164.517, 0.990895, 154.584, 0.999365,1
   460,01/31/2021 12:49:11,31,288.535, 169.872, 0.982944, 173.882, 0.987795, 189.776, 0.968209, 164.811, 0.855275, 164.398, 0.855116, 172.266, 0.988322, 173.577, 0.997775, 170.006, 0.999735, 167.027, 0.991177, 162.847, 0.991647, 155.858, 0.997354, 158.037, 0.989372, 153.503, 0.998204, 152.659, 0.989524, 149.153, 0.996660, 147.743, 0.997819, 155.396, 0.982703, 156.647, 0.997068, 154.044, 0.991485, 164.529, 0.996273, 154.959, 0.999842,1
   461,01/31/2021 12:50:54,31,288.572, 169.365, 0.985125, 173.685, 0.990952, 189.628, 0.979671, 164.735, 0.861380, 163.730, 0.863053, 171.672, 0.991266, 173.659, 0.996940, 169.816, 0.999071, 166.986, 0.985596, 162.717, 0.996337, 155.716, 0.996104, 158.193, 0.992590, 153.236, 0.995327, 152.449, 0.988254, 149.005, 0.993773, 147.678, 0.998088, 155.069, 0.982400, 156.555, 0.996477, 154.169, 0.987560, 164.658, 0.993985, 154.811, 0.999991,1
   462,01/31/2021 12:52:38,31,288.615, 169.554, 0.983323, 174.117, 0.986022, 190.378, 0.979204, 165.556, 0.830117, 164.365, 0.848675, 172.488, 0.989157, 173.550, 0.998811, 170.016, 0.998656, 166.749, 0.988136, 162.729, 0.996714, 155.979, 0.995091, 158.050, 0.989249, 153.275, 0.996318, 152.741, 0.989065, 148.928, 0.994410, 147.646, 0.998279, 155.157, 0.980214, 156.405, 0.994895, 153.891, 0.986719, 164.888, 0.993995, 154.921, 0.999673,1
   463,01/31/2021 12:54:23,31,288.635, 169.694, 0.981128, 173.825, 0.984656, 190.172, 0.973181, 164.737, 0.847115, 164.206, 0.849855, 172.013, 0.988406, 173.524, 0.997764, 169.973, 0.999424, 166.798, 0.990171, 162.710, 0.997249, 155.805, 0.996228, 158.222, 0.992541, 153.451, 0.996927, 153.006, 0.978635, 149.244, 0.989500, 147.952, 0.997168, 155.415, 0.983394, 156.516, 0.993574, 154.042, 0.990451, 164.741, 0.994433, 154.949, 0.998965,1
   464,01/31/2021 12:56:07,31,288.654, 169.762, 0.989376, 173.891, 0.989249, 189.581, 0.981647, 164.983, 0.854636, 163.879, 0.853860, 172.055, 0.986208, 173.681, 0.996632, 170.295, 0.998340, 166.804, 0.993290, 162.684, 0.998100, 155.930, 0.994688, 157.848, 0.993019, 153.180, 0.997731, 152.456, 0.989759, 148.878, 0.995221, 147.729, 0.996907, 154.962, 0.977257, 156.471, 0.992940, 154.108, 0.988868, 164.448, 0.992741, 154.967, 0.999434,1
   465,01/31/2021 12:57:51,31,288.671, 169.706, 0.986800, 173.868, 0.989021, 189.872, 0.978647, 165.128, 0.836444, 163.706, 0.854871, 172.426, 0.989362, 173.753, 0.998013, 170.190, 0.998545, 166.744, 0.990019, 162.702, 0.997063, 155.892, 0.996484, 157.762, 0.991884, 153.303, 0.998163, 152.739, 0.987285, 148.762, 0.992827, 147.364, 0.998358, 154.851, 0.979994, 156.427, 0.990932, 153.892, 0.992720, 164.645, 0.995080, 154.816, 0.999964,1
   466,01/31/2021 12:59:36,31,288.680, 169.446, 0.986621, 174.186, 0.986280, 189.879, 0.976996, 164.819, 0.840989, 163.882, 0.862620, 172.148, 0.991621, 173.684, 0.996340, 170.160, 0.999909, 166.844, 0.990546, 162.672, 0.997883, 155.490, 0.996678, 157.937, 0.994184, 153.306, 0.993638, 152.578, 0.993446, 148.893, 0.995983, 147.679, 0.999422, 155.187, 0.984007, 156.560, 0.997272, 154.096, 0.989137, 164.654, 0.993401, 154.865, 0.999314,1
   467,01/31/2021 13:01:20,31,288.686, 169.556, 0.983204, 173.583, 0.989383, 190.006, 0.973678, 164.783, 0.849724, 164.223, 0.854445, 172.312, 0.986281, 173.903, 0.998488, 170.106, 0.999505, 167.053, 0.984742, 162.705, 0.995452, 156.035, 0.992506, 157.938, 0.990654, 153.140, 0.995011, 152.610, 0.987143, 148.972, 0.996031, 147.736, 0.998065, 155.175, 0.985895, 156.410, 0.992628, 154.243, 0.993489, 164.872, 0.994265, 154.986, 0.999972,1
   468,01/31/2021 13:03:04,31,288.708, 169.310, 0.984143, 173.468, 0.986603, 189.610, 0.984277, 164.662, 0.840662, 163.707, 0.856042, 172.078, 0.989342, 173.396, 0.998882, 169.814, 0.999983, 166.760, 0.986593, 163.016, 0.997280, 155.600, 0.997203, 158.033, 0.989177, 152.998, 0.997744, 152.362, 0.983307, 148.506, 0.991547, 147.455, 0.999002, 154.867, 0.984078, 156.488, 0.994866, 153.836, 0.992521, 164.619, 0.995538, 154.923, 0.999216,1
   469,01/31/2021 13:04:47,31,288.678, 169.476, 0.986537, 174.221, 0.990745, 189.877, 0.975891, 165.063, 0.835378, 164.173, 0.857618, 172.242, 0.990899, 173.791, 0.997813, 170.331, 0.999523, 167.118, 0.987013, 162.664, 0.996952, 155.826, 0.998184, 157.899, 0.993973, 153.020, 0.998185, 152.751, 0.987824, 148.882, 0.992078, 147.724, 0.995622, 155.164, 0.982789, 156.507, 0.989829, 154.017, 0.988582, 164.740, 0.991942, 155.030, 0.999070,1
   470,01/31/2021 13:06:31,31,288.620, 169.585, 0.985139, 174.012, 0.987053, 190.109, 0.972992, 164.592, 0.840967, 163.878, 0.864552, 172.275, 0.993221, 173.819, 0.997853, 169.941, 0.998459, 166.914, 0.989221, 162.749, 0.998894, 155.709, 0.996378, 157.935, 0.997394, 153.159, 0.999279, 152.558, 0.986493, 148.751, 0.995262, 147.674, 0.998914, 155.153, 0.983724, 156.904, 0.994062, 154.165, 0.989028, 164.549, 0.996351, 155.111, 0.999900,1
   471,01/31/2021 13:08:15,31,288.566, 170.128, 0.979053, 174.062, 0.987727, 189.842, 0.980602, 165.251, 0.834688, 163.907, 0.855872, 172.463, 0.986922, 173.568, 0.997397, 170.545, 0.999337, 167.033, 0.986834, 162.874, 0.998933, 155.710, 0.994779, 157.886, 0.992049, 153.221, 0.997718, 152.762, 0.986966, 148.890, 0.995349, 147.831, 0.998552, 155.068, 0.982210, 156.916, 0.995205, 153.971, 0.990608, 164.580, 0.996392, 154.983, 0.999061,1
   472,01/31/2021 13:09:59,31,288.504, 169.903, 0.984770, 174.491, 0.984659, 189.993, 0.973789, 164.800, 0.843840, 163.688, 0.861205, 172.468, 0.992028, 173.621, 0.994024, 170.173, 0.999300, 167.170, 0.988394, 162.740, 0.995048, 155.839, 0.993019, 157.914, 0.993908, 153.225, 0.997336, 152.756, 0.989048, 149.041, 0.992079, 147.849, 0.998235, 155.197, 0.978978, 156.546, 0.993859, 154.083, 0.989577, 164.347, 0.996800, 154.953, 0.999687,1
   473,01/31/2021 13:11:43,31,288.449, 169.687, 0.984513, 173.885, 0.987078, 190.368, 0.973251, 165.009, 0.833189, 163.861, 0.852700, 172.259, 0.992356, 173.851, 0.995609, 170.013, 0.998924, 166.964, 0.994105, 162.561, 0.997621, 155.726, 0.995848, 157.757, 0.991370, 152.967, 0.998938, 152.464, 0.987296, 149.064, 0.987630, 147.576, 0.996576, 155.178, 0.978505, 156.691, 0.993603, 154.019, 0.984279, 164.514, 0.993781, 154.838, 0.999391,1
   474,01/31/2021 13:13:27,31,288.411, 169.452, 0.984635, 173.971, 0.987716, 190.068, 0.977328, 164.967, 0.843076, 164.005, 0.861673, 172.131, 0.991169, 173.668, 0.998373, 169.890, 0.999566, 166.888, 0.993691, 162.746, 0.997024, 155.889, 0.997963, 157.773, 0.993441, 153.316, 0.997663, 152.535, 0.988934, 149.288, 0.992918, 147.724, 0.998769, 155.132, 0.988295, 156.725, 0.996481, 154.077, 0.991038, 164.755, 0.993231, 154.848, 0.999093,1
